PF_CORP, COMPANY, LEGAL_NAME, DBA_NAME, ADDRESS1, ADDRESS2, CITY, STATE, POSTAL, NAICS, FEDERAL_EIN, STATE_DOL#, LEGAL_STATUS, CLIENT_PHONE, CLIENT_FAX, EMAIL_ADDR, FILING_DESCR, ADDRESS1_1, ADDRESS2_1, CITY_1, STATE_1, POSTAL_1, DBL_MALES, DBL_FEMALES, PFL_MALES, PFL_FEMALES, COVERED_ANNUAL_PAYROLL, STATUS, STATUS_DATE, CANCEL_REASON
"PEOUS","LGJ","Instinctif Partners Inc"," ","116 Nassau St","Suite 637","New York","NY",10038,"541820", 421772915, ,"Corporation"," "," "," ","Instinctif Inc-HQ","116 Nassau St","Suite 637","New York","NY",10038,0,3,0,3,321098,"ADD",04/11/2018," "
"PEOUS","NP5","Putnam & Putnam Inc."," ","1002 Metropolitan Ave","Suite 15","Brooklyn","NY",11211,"453110", 472969458, ,"Corporation"," "," "," ","Putnam & Putnam-HQ","1002 Metropolitan Ave","Suite 15","Brooklyn","NY",11211,3,1,3,1,241944,"ADD",04/11/2018," "
"PEOUS","J8H","Beautiful Destinations Inc"," ","419 Park Avenue South","5th Floor","New York","NY",10016,"519130", 473322678, ,"Corporation"," "," "," ","Beautiful Destinations Inc-HQ","419 Park Avenue South","5th Floor","New York","NY",10016,9,11,9,11,1758202,"ADD",04/11/2018," "
"PEOUS","S7N","Simulingua, Inc."," ","131 Avenue A","Suite 30","New York","NY",10009,"541930", 262030927, ,"Corporation"," "," "," ","Simulingua, Inc.-HQ","131 Avenue A","Suite 30","New York","NY",10009,2,0,2,0,100000,"ADD",04/11/2018," "
"PEO02","GXO","Hickey Smith LLP"," ","23 E Colorado Blvd",,"Pasadena","CA",91105,"541110", 464134991, ,"Limited Liability Partnership"," "," "," ","New York NY 10075","332 E 77th Street",,"New York","NY",10075,2,8,2,8,770836,"ADD",04/11/2018," "
"PEO05","R2N","BUFFET GROUP USA, INC."," ","7255 SALISBURY ROAD STE 4",,"JACKSONVILLE","FL",32256,"423990", 743144773, ,"Corporation"," "," "," ","EE HOME ADDRESS C. COPPPINGER","233 CUSHING AVENUE",,"WILLISTON PARK","NY",11596,1,1,1,1,40800,"ADD",04/11/2018," "
"PEOUS","UO4","MA'AM Creative, LLC"," ","428 Broadway","4th Floor","New York","NY",10013,"541430", 814572287, ,"Corporation"," "," "," ","MA'AM Creative, LLC-HQ","428 Broadway","4th Floor","New York","NY",10013,0,1,0,1,48500,"ADD",04/11/2018," "
"PEO01","D8E","RSE Ventures LLC"," ","423 W 55th St 11th Fl",,"New York","NY",10019,"523910", 455145612, ,"Limited Liability Company"," "," "," ","RSE Ventures-HQ","423 W 55th St 11th Fl",,"New York","NY",10019,5,12,5,12,2174648,"ADD",04/11/2018," "
"PEOUS","TXO","Ted Cases Inc"," ","2385 NW Executive Center Drive","Suite 100","Boca Raton","FL",33431,"423990", 823055959, ,"Corporation"," "," "," ","NY Office","195 Montague Street","Suite 1012","Brooklyn","NY",11201,1,0,1,0,23660,"ADD",04/11/2018," "
"PEOUS","L6T","Advanced Oxygen Therapy Inc"," ","3512 Seagate Way",,"Oceanside","CA",92056,"423450", 263258733, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,5,1,5,1,198600,"ADD",04/11/2018," "
"PEOUS","MJ9","RLJ Talent Consulting, Inc."," ","230 East 73rd St","Suite 10G","New York","NY",10021,"519130", 472475437, ,"Corporation"," "," "," ","Scouted-HQ","230 East 73rd St","Suite 10G","New York","NY",10021,1,6,1,6,304681,"ADD",04/11/2018," "
"PEO01","C8Y","SNAP Interactive, Inc."," ","122 East 42nd Street","26th Floor","New York","NY",10168,"541511", 203191847, ,"Corporation"," "," "," ","SNAP Interactive-HQ","122 East 42nd Street","26th Floor","New York","NY",10168,28,13,28,13,5096000,"ADD",04/11/2018," "
"PEO02","GSF","Julian Baker"," ","345 W 13th St","Apt 6F","new York","NY",10014,"814110", 454367553, ,"Individual"," "," "," ","Julian Baker-HQ","345 W 13th St","Apt 6F","new York","NY",10014,5,7,5,7,1179225,"ADD",04/11/2018," "
"PEOUS","LGK","How 2 Media Inc."," ","12 East 33rd Street","12th Floor","New York","NY",10016,"519130", 352430914, ,"Corporation"," "," "," ","Panna Cooking-HQ","12 East 33rd Street","12th Floor","New York","NY",10016,6,5,6,5,1280000,"ADD",04/11/2018," "
"PEOUS","DQH","Kallidus Inc."," ","555 Mission Street","Suite 1950","San Francisco","CA",94105,"541511", 061652095, ,"Corporation"," "," "," ","New York Office","7 World Trade Center","46th Fl Suite 4657","New York","NY",10007,14,0,14,0,2086664,"ADD",04/11/2018," "
"PEOUS","EFH","Frontier Data Corp"," ","1460 Broadway","14th Floor","New York","NY",10036,"519130", 452637937, ,"Corporation"," "," "," ","Findyr-HQ","1460 Broadway","14th Floor","New York","NY",10036,2,2,2,2,300000,"ADD",04/11/2018," "
"PEO01","C82","The Faction Group LLC"," ","1660 Lincoln Street","Suite 1600","Denver","CO",80264,"511210", 205117645, ,"Limited Liability Company"," "," "," ","New York Office","100 Williams St",,"New York","NY",10038,1,0,1,0,140000,"ADD",04/11/2018," "
"PEOUS","D0T","Ironsource USA, Inc."," ","17 Bluxome Street",,"San Francisco","CA",94107,"511210", 452458144, ,"Corporation"," "," "," ","NY Office","180 Varick Street","Suite 1334","New York","NY",10014,6,3,6,3,949000,"ADD",04/11/2018," "
"PEOUS","SFX","Alon Tal, LLC"," ","115 E 23rd Street","Suite 317","New York","NY",10010,"519130", 810689312, ,"Corporation"," "," "," ","Alon Tal, LLC-HQ","115 E 23rd Street","Suite 317","New York","NY",10010,1,0,1,0,24000,"ADD",04/11/2018," "
"PEOUS","S6X","Wright Sleep, Co"," ","69 Charlton Street",,"New York","NY",10014,"454110", 471860680, ,"Corporation"," "," "," ","Wright Sleep, Co-HQ","69 Charlton Street",,"New York","NY",10014,2,0,2,0,88660,"ADD",04/11/2018," "
"PEO02","JYW","Pinz Capital Management LLC"," ","150 East 52nd Street","29th Floor","New York","NY",10022,"523920", 264413617, ,"Limited Liability Company"," "," "," ","Pinz Capital Management LLC-HQ","150 East 52nd Street","29th Floor","New York","NY",10022,4,0,4,0,436000,"ADD",04/11/2018," "
"PEOUS","KBD","Apple Daily Inc."," ","1055 W 7th Street","33rd Floor","Los Angeles","CA",90017,"519130", 473919704, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,47476,"ADD",04/11/2018," "
"PEOUS","TGB","IronScales, Inc."," ","3342 Acorn Falls Drive",,"Marietta","GA",30062,"511210", 822629239, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,125000,"ADD",04/11/2018," "
"PEO02","G46","Private Property Services LLC"," ","109 Croton Avenue",,"Ossining","NY",10562,"531210", 412280220, ,"Limited Liability Company"," "," "," ","Private Property Services L-HQ","109 Croton Avenue",,"Ossining","NY",10562,0,2,0,2,85500,"ADD",04/11/2018," "
"PEO01","OIZ","Vast Data, Inc."," ","1460 Broadway",,"New York","NY",10036,"518210", 320507805, ,"Corporation"," "," "," ","Vast Data, Inc.-HQ","1460 Broadway",,"New York","NY",10036,2,0,2,0,221000,"ADD",04/11/2018," "
"PEO01","NN5","ABCK Corp"," ","261 Madison Ave","9th floor","New York","NY",10016,"541613", 271750634, ,"Corporation"," "," "," ","ABCK Corp-HQ","261 Madison Ave","9th floor","New York","NY",10016,5,0,5,0,543000,"ADD",04/11/2018," "
"PEOUS","LOW","Advantage Parts Solutions Ltd."," ","2018 156th Ave NE","Suite 100","Bellevue","WA",98007,"423120", 912107511, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,36000,"ADD",04/11/2018," "
"PEO01","C05","Brian Orter Lighting Design LLC"," ","227 W. 29th St. 8F",,"New York","NY",10001,"541490", 271836030, ,"Limited Liability Company"," "," "," ","Brian Orter Lighting Design-HQ","227 W. 29th St. 8F",,"New York","NY",10001,10,4,10,4,973220,"ADD",04/11/2018," "
"PEOUS","SHA","Capitolis, Inc."," ","575 5th Avenue","14th Floor","New York","NY",10017,"519130", 300964114, ,"Corporation"," "," "," ","Capitolis, Inc.-HQ","575 5th Avenue","14th Floor","New York","NY",10017,6,2,6,2,1830000,"ADD",04/11/2018," "
"PEOUS","NP0","Minds Matter National, Inc"," ","1120 Avenue of the Americas","4th Floor","New York City","NY",10036,"611710", 133688434, ,"Corporation"," "," "," ","Minds Matter National, Inc-HQ","1120 Avenue of the Americas","4th Floor","New York City","NY",10036,1,2,1,2,288000,"ADD",04/11/2018," "
"PEOUS","5W2","Humanity United"," ","One Letterman Dr Bldg D","Suite D3100","San Francisco","CA",94129,"813211", 262583590, ,"Corporation"," "," "," ","Humanity United NY","30 Lake Street","Unite 10C","White Plains","NY",10603,1,0,1,0,150000,"ADD",04/11/2018," "
"PEOUS","DF8","New Context Services, Inc."," ","717 Market Street","Suite 100","San Francisco","CA",94103,"541511", 364770116, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,147476,"ADD",04/11/2018," "
"PEO02","GYR","Lion Point Capital, LP"," ","250 W 55th St","33rd Floor","New York","NY",10019,"523920", 471714124, ,"Limited Partnership"," "," "," ","Lion Point Capital, LP-HQ","250 W 55th St","33rd Floor","New York","NY",10019,12,5,12,5,3306065,"ADD",04/11/2018," "
"PEOUS","OS2","AHA! Ventures LLC"," ","601 West 26th Street","Suite 1762","New York","NY",10001,"541611", 472604251, ,"Limited Liability Company"," "," "," ","AHA! Ventures LLC-HQ","601 West 26th Street","Suite 1762","New York","NY",10001,2,0,2,0,300000,"ADD",04/11/2018," "
"PEO02","SF2","The Chotin Group Corporation"," ","5675 DTC Blvd","Suite 200","Greenwood Village","CO",80111,"525990", 840957121, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,1,1,1,140000,"ADD",04/11/2018," "
"PEO01","PGR","nearForm Inc."," ","c/o Arnall Golden Gregory, LLP","171 17th Street,NW, Suite 2100","Atlanta","GA",30363,"541511", 320495382, ,"Corporation"," "," "," ","Remote JM",,,,"NY",,1,0,1,0,250000,"ADD",04/11/2018," "
"PEOUS","SLI","L-atitude LLC"," ","420 W 25th St","6G","New York","NY",10001,"454110", 270322005, ,"Corporation"," "," "," ","Shop Latitude-HQ","420 W 25th St","6G","New York","NY",10001,0,2,0,2,57000,"ADD",04/11/2018," "
"PEOUS","DWF","Quantbot Technologies, LP"," ","369 Lexington Avenue","9th Floor","New York","NY",10017,"523920", 264608792, ,"Limited Partnership"," "," "," ","Quantbot Technologies, LP-HQ","369 Lexington Avenue","9th Floor","New York","NY",10017,22,3,22,3,3670000,"ADD",04/11/2018," "
"PEOUS","COO","Iponweb, Inc."," ","19 West 24th Street","6th Floor","New York","NY",10010,"519130", 462215183, ,"Corporation"," "," "," ","IPONWEB-HQ","19 West 24th Street","6th Floor","New York","NY",10010,19,10,19,10,4180500,"ADD",04/11/2018," "
"PEOUS","OEP","The Glimpse Group, Inc."," ","135 West 41st Street","5th FL","New York","NY",10036,"541511", 812958271, ,"Corporation"," "," "," ","The Glimpse Group, Inc.-HQ","135 West 41st Street","5th FL","New York","NY",10036,12,2,12,2,1042560,"ADD",04/11/2018," "
"PEOUS","U2G","PHF Services Inc."," ","142 W 57th Street","11th Floor","New York","NY",10019,"541910", 822877184, ,"Corporation"," "," "," ","ScottRasmussen.com-HQ","142 W 57th Street","11th Floor","New York","NY",10019,2,0,2,0,86000,"ADD",04/11/2018," "
"PEOUS","NW9","Riskified, Inc"," ","34 W 27th Street",,"New York","NY",10001,"518210", 473189089, ,"Corporation"," "," "," ","Riskified, Inc-HQ","34 W 27th Street",,"New York","NY",10001,20,20,20,20,4726700,"ADD",04/11/2018," "
"PEOUS","C19","Head & Neck Surgical Group, LLC"," ","425 West 59th Street","10th Floor","New York","NY",10019,"621111", 133924046, ,"Limited Liability Company"," "," "," ","Head & Neck Surgical Group-HQ","425 West 59th Street","10th Floor","New York","NY",10019,4,15,4,15,1031565,"ADD",04/11/2018," "
"PEOUS","IO0","Zelkova Management LLC"," ","251 West 30th Street","Suite 13W","New York","NY",10001,"523910", 471934171, ,"Limited Liability Company"," "," "," ","Zelkova Management-HQ","251 West 30th Street","Suite 13W","New York","NY",10001,1,0,1,0,175000,"ADD",04/11/2018," "
"PEOUS","HKR","Aspiration Partners, Inc."," ","4551 Glencoe Ave","Suite 300","Marina Del Ray","CA",90292,"519130", 475059122, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,97000,"ADD",04/11/2018," "
"PEOUS","LFP","Luminati Aerospace, LLC"," ","400 David Court",,"Calverton","NY",11933,"541713", 474295388, ,"Limited Liability Company"," "," "," ","Luminati Aerospace, LLC-HQ","400 David Court",,"Calverton","NY",11933,4,1,4,1,281900,"ADD",04/11/2018," "
"PEOUS","TD3","Clearpool Group Inc"," ","17 State Street 38FL","Suite 3800","New York","NY",10004,"521110", 475603678, ,"Corporation"," "," "," ","Clearpool Group Inc-HQ","17 State Street 38FL","Suite 3800","New York","NY",10004,44,15,44,15,10076009,"ADD",04/11/2018," "
"PEO04","QUM","RESTORATION SPECIALTY SERVICES LLC"," ","505 8TH AVE SUITE 1000",,"NEW YORK","NY",10018,"561210", 270151499, ,"Corporation"," "," "," ","PRINCIPAL BUILDING SERVICES-HQ","505 8TH AVE SUITE 1000",,"NEW YORK","NY",10018,17,1,17,1,1227574,"ADD",04/11/2018," "
"PEOUS","NOZ","Valterra Partners, LLC"," ","501 Madison Ave","5th Floor, Suite 501","New York","NY",10022,"523920", 371650634, ,"Limited Liability Company"," "," "," ","Valterra Partners, LLC-HQ","501 Madison Ave","5th Floor, Suite 501","New York","NY",10022,3,0,3,0,161000,"ADD",04/11/2018," "
"PEO02","TBG","Perry Capital, LLC"," ","375 Park Avenue","Suite 3608","New York","NY",10152,"523920", 134018098, ,"Limited Liability Company"," "," "," ","Perry Capital, LLC-HQ","375 Park Avenue","Suite 3608","New York","NY",10152,7,4,7,4,2585000,"ADD",04/11/2018," "
"PEO02","LXM","Montrock48 Capital LP"," ","589 Fifth Avenue","Suite 804","New York","NY",10017,"523920", 475407967, ,"Limited Partnership"," "," "," ","HQ","589 Fifth Avenue","Suite 804","New York","NY",10017,5,2,5,2,1020000,"ADD",04/11/2018," "
"PEOUS","PNT","SCMP US, LLC"," ","142 W 57th Street","11th Floor","New York","NY",10019,"511110", 820668804, ,"Limited Liability Company"," "," "," ","The South China Morning Pos-HQ","142 W 57th Street","11th Floor","New York","NY",10019,5,1,5,1,783956,"ADD",04/11/2018," "
"PEO02","G47","Hilltop Park Associates LLC"," ","410 Park Avenue","6th Floor","New York","NY",10022,"523920", 262902754, ,"Limited Liability Company"," "," "," ","Hilltop Park Associates LLC-HQ","410 Park Avenue","6th Floor","New York","NY",10022,3,2,3,2,890000,"ADD",04/11/2018," "
"PEO02","M2Y","Schindler Cohen & Hochman LLP"," ","100 WALL STREET 15TH FLR",,"NEW YORK","NY",10005,"541110", 133921560, ,"Limited Liability Partnership"," "," "," ","HQ","100 WALL STREET 15TH FLR",,"NEW YORK","NY",10005,2,11,2,11,1490200,"ADD",04/11/2018," "
"PEOUS","SP1","Ayyeka, Inc."," ","525 South Hewitt Street",,"Los Angeles","CA",90013,"423430", 812264920, ,"Corporation"," "," "," ","New York",,,,"NY",,1,0,1,0,108000,"ADD",04/11/2018," "
"PEOUS","U4K","TrendWatching Inc"," ","175 Varick St",,"New York","NY",10014,"518210", 815476866, ,"Corporation"," "," "," ","TrendWatching Inc-HQ","175 Varick St",,"New York","NY",10014,1,1,1,1,110000,"ADD",04/11/2018," "
"PEOUS","TNL","Quattrobi Inc."," ","420 Columbus Ave","Ste 304","Valhalla","NY",10595,"561110", 813547766, ,"Corporation"," "," "," ","WeWork Office","311 W 43rd St","12 FL","New York","NY",10036,1,0,1,0,45000,"ADD",04/11/2018," "
"PEO05","R77","DEMAR MECHANICAL, INC."," ","147 ATTORNEY STREET",,"NEW YORK","NY",10002,"238220", 454668286, ,"Corporation"," "," "," ","DEMAR MECHANICAL INC MGMT","147 ATTORNEY STREET",,"NEW YORK","NY",10002,168,1,168,1,10343070,"ADD",04/11/2018," "
"PEO02","G9U","S. Muoio & Co. LLC"," ","509 Madison Avenue, Suite 406",,"New York","NY",10022,"523920", 133929210, ,"Limited Liability Company"," "," "," ","S. Muoio & Co. LLC-HQ","509 Madison Avenue","Suite 406","New York","NY",10022,2,1,2,1,310000,"ADD",04/11/2018," "
"PEOUS","LDD","Margo Chase Design, Inc"," ","99 Pasadena Ave",,"Los Angeles","CA",91030,"541430", 954689742, ,"Corporation"," "," "," ","New York Office","220 E 23rd Street","Suite 600","New York","NY",10010,5,7,5,7,1178740,"ADD",04/11/2018," "
"PEOUS","M0O","DSM Engineering Associates PC"," ","1363 Veterans Memorial Hwy","# 26","Hauppauge","NY",11788,"541330", 113255841, ,"Corporation"," "," "," ","DSM Engineering Associates -HQ","1363 Veterans Memorial Hwy","# 26","Hauppauge","NY",11788,2,3,2,3,347200,"ADD",04/11/2018," "
"PEO02","G2M","SIR Capital Management, L.P."," ","620 8th Avenue","22nd Floor","New York","NY",10018,"523920", 830487823, ,"Limited Partnership"," "," "," ","SIR Capital Management, L.P-HQ","620 8th Avenue","22nd Floor","New York","NY",10018,7,4,7,4,2026425,"ADD",04/11/2018," "
"PEO02","UM7","Digital Asset Research, Inc."," ","142 West 57th Street","10th Floor","New York","NY",10019,"541910", 822498537, ,"Corporation"," "," "," ","Digital Asset Research, Inc-HQ","142 West 57th Street","10th Floor","New York","NY",10019,6,2,6,2,664500,"ADD",04/11/2018," "
"PEO02","S8D","Mondrian Capital Management, LLC"," ","437 Madison Avenue","21st Floor","New York","NY",10022,"523930", 820809795, ,"Limited Liability Company"," "," "," ","Mondrian Capital Management-HQ","437 Madison Avenue","21st Floor","New York","NY",10022,1,0,1,0,135000,"ADD",04/11/2018," "
"PEO02","TVW","Provepharm Inc"," ","471 N Broadway","Suite 402","Jericho","NY",11753,"325412", 454793910, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,300000,"ADD",04/11/2018," "
"PEO02","PIL","Blue Torch Capital LP"," ","430 Park Avenue","12th Floor, Suite 1202","New York","NY",10022,"523910", 352577360, ,"Limited Partnership"," "," "," ","Blue Torch Capital LP-HQ","430 Park Avenue","12th Floor, Suite 1202","New York","NY",10022,4,3,4,3,1315000,"ADD",04/11/2018," "
"PEOUS","PA3","Brean Asset Management, LLC"," ","3 Times Square","14th Floor","New York","NY",10036,"523920", 475314734, ,"Limited Liability Company"," "," "," ","Brean Asset Management, LLC-HQ","3 Times Square","14th Floor","New York","NY",10036,2,0,2,0,64000,"ADD",04/11/2018," "
"PEOUS","8DY","Ice Systems Inc"," ","100 Patco Crt #9",,"Islandia","NY",11749,"525990", 133581466, ,"Corporation"," "," "," ","Ice Systems, Inc-HQ","100 Patco Crt #9",,"Islandia","NY",11749,8,9,8,9,889424,"ADD",04/11/2018," "
"PEO02","FZA","Virgil Films & Entertainment LLC"," ","237 Centre St.","2nd Floor","New York","NY",10013,"512110", 050545018, ,"Limited Liability Company"," "," "," ","HQ","237 Centre St.","2nd Floor","New York","NY",10013,3,0,3,0,388837,"ADD",04/11/2018," "
"PEO02","G98","The Pershing Square Foundation"," ","601 West 26th St, Ste 325-30",,"New York","NY",10001,"813211", 208068401, ,"Corporation"," "," "," ","New York NY 10019","888 Seventh Avenue","42nd Floor","New York","NY",10019,1,4,1,4,810000,"ADD",04/11/2018," "
"PEOUS","TGS","Adludio, Inc."," ","450 W 33rd Street","11th Floor","New York","NY",10001,"511210", 822116728, ,"Corporation"," "," "," ","Adludio, Inc.-HQ","450 W 33rd Street","11th Floor","New York","NY",10001,1,1,1,1,241600,"ADD",04/11/2018," "
"PEOUS","3U5","Signiant Inc."," ","91 Hartwell Ave","Floor 2","Lexington","MA",02421,"541511", 043528053, ,"Corporation"," "," "," ","Signiant Inc.-Remote NY",,,,"NY",,1,0,1,0,160000,"ADD",04/11/2018," "
"PEO02","JY4","Nut Tree Capital Management LP"," ","Two Penn Plaza",,"New York","NY",10121,"523920", 611764038, ,"Limited Partnership"," "," "," ","HQ","Two Penn Plaza","24th Floor","New York","NY",10121,6,1,6,1,1430000,"ADD",04/11/2018," "
"PEO02","P9C","Meadowlark Family Foundation Inc."," ","15 East 62nd Street",,"New York","NY",10065,"813211", 811100777, ,"Corporation"," "," "," ","Meadowlark Family Foundatio-HQ","15 East 62nd Street",,"New York","NY",10065,1,2,1,2,426000,"ADD",04/11/2018," "
"PEOUS","LIB","Made Modern LLC"," ","20 Vesey St",,"New York","NY",10007,"339930", 134368935, ,"Limited Liability Company"," "," "," ","Made Modern LLC-HQ","20 Vesey St",,"New York","NY",10007,6,5,6,5,896400,"ADD",04/11/2018," "
"PEOUS","IOV","Punchh Inc"," ","201 San Antonio Cir","Suite 250","Mountain View","CA",94040,"519130", 273267012, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,100000,"ADD",04/11/2018," "
"PEO02","GCX","Candlewood Partners, LLC"," ","600 Superior Ave. E.","Suite 1800","Cleveland","OH",44114,"523920", 473217270, ,"Limited Liability Company"," "," "," ","New York           NY 10020-51","600 Fifth Avenue","26th Floor","New York","NY",10020,3,1,3,1,130421,"ADD",04/11/2018," "
"PEOUS","B7Z","Callisto Media Inc."," ","6005 Shellmound Street","Suite 175","Emeryville","CA",94608,"519130", 452674840, ,"Corporation"," "," "," ","East Coast Office","267 5th Avenue","Room 1010","New York","NY",10016,1,11,1,11,1155000,"ADD",04/11/2018," "
"PEO02","TBT","FC Acquisition, Inc."," ","450 Lexington Avenue","4th Floor","New York","NY",10017,"334220", 822964400, ,"Corporation"," "," "," ","FLI Charge, Inc.-HQ","450 Lexington Avenue","4th Floor","New York","NY",10017,3,0,3,0,504167,"ADD",04/11/2018," "
"PEOUS","URI","ChatDynamo Inc"," ","50th West 17th Street",,"New York","NY",10011,"519130", 823180595, ,"Corporation"," "," "," ","ChatDynamo Inc-HQ","50th West 17th Street",,"New York","NY",10011,2,0,2,0,160000,"ADD",04/11/2018," "
