"ny_dbl_record_id","pf_corp","company","legal_name","dba_name","company_address1","company_address2","company_city","company_state","company_zip","naics","federal_ein","state_dol","legal_status","client_phone","client_fax","email_addr","filing_descr","location_address1","location_address2","location_city","location_state","location_zip","dbl_males","dbl_females","pfl_males","pfl_females","covered_annual_payroll","status","status_date","cancel_reason"
5072,PEO01,DJF,"Native Lift, Inc.", ,"132 N 3rd Street",Apt 1,Brooklyn,NY,"11249","518210", 462435983, ,Corporation, , , ,"Native Lift, inc.-HQ","132 N 3rd Street",Apt 1,Brooklyn,NY,"11249",2,0,2,0,103123,ADD,2018-01-23, 
5073,PEO02,PII,Seafield Capital Management LP, ,"260 Madison Avenue","8th Floor",New York,NY,"10016","523920", 815277046, ,Limited Partnership, , , ,Seafield Capital Management-HQ,"260 Madison Avenue","8th Floor",New York,NY,"10016",3,0,3,0,550000,ADD,2018-01-23, 
5074,PEO01,IGO,A Different Engine LLC, ,"643 Mission Street",null,San Francisco,CA,"94105","541511", 270357484, ,Corporation, , , ,NY Main Office,"68 Jay Street",Suite 301,Brooklyn,NY,"11201",3,4,3,4,555000,CANCEL,2018-01-23,Client's Request
5075,PEO02,JU9,ARK Investment Management, ,"155 W. 19th Street",Floor 5,NY,NY,"10011","523920", 464309299, ,Corporation, , , ,ARK Investment Management-HQ,"155 W 19th Street",Floor 5,New York,NY,"10011",15,13,15,13,137310200,ADD,2018-01-23, 
5076,PEOUS,K79,NextSociety Inc., ,"244 5th Avenue",Suite 2621,New York,NY,"10037","511210", 454512374, ,Corporation, , , ,NextSociety Inc.-HQ,"244 5th Avenue",Suite 2621,New York,NY,"10037",2,0,2,0,80940,CANCEL,2018-01-23,Client's Request
5077,PEOUS,UBV,Park Avenue Physician P.C., ,"5 West 86th Street",Suite 1B,New York,NY,"10024","621112", 473371206, ,Corporation, , , ,Park Avenue Physician P.C.-HQ,"5 West 86th Street",Suite 1B,New York,NY,"10024",1,1,1,1,288000,ADD,2018-01-23, 
5078,PEO01,NN4,"Veriflow Systems, Inc.", ,"2665 North First St",Suite 206,San Jose,CA,"95134","541511", 461011876, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,135000,ADD,2018-01-23, 
5079,PEO01,O02,Opal Music Labs LLC, ,"312 Arizona Ave",null,Santa Monica,CA,"90401","511210", 474343605, ,Limited Liability Company, , , ,Tagger Media - NYC,"379 West Broadway","2nd Floor",New York City,NY,"10012",3,0,3,0,350000,ADD,2018-01-23, 
5080,PEOUS,"83D",Foster Inspections and Construction Consulting Inc, ,"3800 Ben Garza Ln",null,Austin,TX,"78749","531390", 742698123, ,Corporation, , , ,New York,"253 E 52nd St #3C",null,New York,NY,"10022",0,1,0,1,15080,CANCEL,2018-01-23,Client's Request
5081,PEOUS,DGX,"Ontuitive USA, Inc.", ,"1400 K Street NW",Suite 501,Washington,DC,"20005","511210", 208304918, ,Corporation, , , ,Remote NY,null,null,null,NY,null,4,1,4,1,621000,CANCEL,2018-01-23,Client's Request
5082,PEO05,RGD,OMG 428 BROADWAY INC, ,"408 BROADWAY",null,NEW YORK,NY,"10013","448140", 134110266, ,Corporation, , , ,OMG 428 BROADWAY INC HQ,"408 BROADWAY",null,NEW YORK,NY,"10013",18,70,18,70,1183312,ADD,2018-01-23, 
5083,PEOUS,"4VR",LightRiver Technologies Inc, ,"2150 John Glenn Drive",Suite 200,Concord,CA,"94520","238210", 680474580, ,Corporation, , , ,LightRiver Tech Remote NY,null,null,null,NY,null,1,0,1,0,68000,CANCEL,2018-01-23,Client's Request
5084,PEO02,GIQ,Daily Muse Inc, ,"1375 Broadway","20th Floor",New York,NY,"10018","512110", 453132535, ,Corporation, , , ,New York NY 10010-1095,"33 W 26TH ST FRNT 2",null,New York,NY,"10010-1095",83,123,83,123,15791220,CANCEL,2018-01-23,Client's Request
5085,PEO02,JV8,TV Insider LLC, ,"50 Rockefeller Plaza","14th Floor",New York,NY,"10020","511120", 472190372, ,Limited Liability Company, , , ,TV Insider LLC-HQ,"50 Rockefeller Plaza","14th Floor",New York,NY,"10020",1,10,1,10,838000,ADD,2018-01-23, 
5086,PEOUS,NY7,JMW TECHNOLOGIES LLC, ,"215 W Ohio St","3rd Floor",Chicago,IL,"60654","611420", 464686178, ,Limited Liability Company, , , ,LMHQ-NYC,"150 Broadway",null,New York City,NY,"10038",3,1,3,1,323176,ADD,2018-01-23, 
5087,PEOUS,ME3,"BBMG Holdings, LLC", ,"20 Jay Street",Suite 1012,Brooklyn,NY,"11201","541613", 822882362, ,Limited Liability Company, , , ,BBMG-HQ,"20 Jay Street",Suite 1012,Brooklyn,NY,"11201",6,21,6,21,2496810,ADD,2018-01-23, 
5088,PEOUS,O9P,"Aviso Partners, Inc.", ,"111 Rowayton Ave 2nd Floor",null,Rowayton,CT,"06853","518210", 473557037, ,Corporation, , , ,NYC Office,"1460 Broadway 4th Flr",null,New York,NY,"10036",3,1,3,1,351176,ADD,2018-01-23, 
5089,PEOUS,JI7,"TriPlay, Inc.", ,"215 Lexington Aveue",Suite 1702,New York,NY,"10016","511210", 201788206, ,Corporation, , , ,TriPlay-HQ,"215 Lexington Aveue",Suite 1702,New York,NY,"10016",17,9,17,9,2843500,ADD,2018-01-23, 
5090,PEOUS,O9Y,"Reid Capital, LLC", ,"135 E 57th Street","11th Floor",New York,NY,"10022","523910", 475506795, ,Limited Liability Company, , , ,"Reid Capital, LLC HQ","135 E 57th Street","11th Floor",New York,NY,"10022",2,0,2,0,61440,ADD,2018-01-23, 
5091,PEOUS,"3BO",null, ,"160 Commonwealth Ave. U3",null,Boston,MA,"02116","561492", 132661069, ,Corporation, , , ,"WordWave, Inc.NY-Lex Ave","420 Lexington Ave Ste 2108",null,New York,NY,"10170",8,0,8,0,772554,CANCEL,2018-01-23,Client's Request
5092,PEO06,PW7,GOYARD INC, ,"20 E. 63RD ST",null,NEW YORK,NY,"10065","448320", 461027610, ,Corporation, , , ,GOYARD INC.-HQ,"20 E  63RD ST",null,NEW YORK,NY,"10065",1,0,1,0,160000,ADD,2018-01-23, 
5093,PEOUS,"36T",Paul Capital Advisors LLC, ,"575 Market St",Suite 2500,San Francisco,CA,"94105","523910", 200846452, ,Limited Liability Company, , , ,Paul Capital Advisor-NY Office,"140 East 45th Street","44th Floor",New York,NY,"10017",44,55,44,55,14682607,ADD,2018-01-23, 
5094,PEO01,JF1,Moso LLC, ,"64 Fulton Street",Room 801,New York,NY,"10038","541430", 463982952, ,Limited Liability Company, , , ,Moso Studio-HQ,"64 Fulton Street",Room 801,New York,NY,"10038",8,2,8,2,611000,ADD,2018-01-23, 
5095,PEOUS,K84,"Unite USA, Inc.", ,"47 Murray St",null,New York,NY,"10007","519130", 461914165, ,Corporation, , , ,UniteUS-HQ,"47 Murray St",null,New York,NY,"10007",13,3,13,3,1474100,CANCEL,2018-01-23,Client's Request
5096,PEOUS,KO5,The Resolution Project. Inc., ,"1120 Avenue of the Americas","4th Fl",NY,NY,"10036","813211", 264394051, ,Corporation, , , ,The Resolution Project-HQ,"1120 Avenue of the Americas","4th Fl.",New York,NY,"10036",3,15,3,15,952220,CANCEL,2018-01-23,Client's Request
5097,PEO01,JME,"Arbor Technologies, Inc.", ,"1 State Street","33rd Floor",New York,NY,"10004","511210", 472220738, ,Corporation, , , ,"Arbor Technologies, Inc.-HQ","1 State Street","33rd Floor",New York,NY,"10004",15,2,15,2,2423320,CANCEL,2018-01-23,Client's Request
5098,PEOUS,D2I,Hyde Leadership Charter School, ,"730 Bryant Ave",null,Bronx,NY,"10474","611110", 743162136, ,Corporation, , , ,Hyde Leadership Charter Sch-HQ,"730 Bryant Ave",null,Bronx,NY,"10474",127,464,127,464,33940000,ADD,2018-01-23, 
5099,PEOUS,KK9,"European Computer Telecoms, Inc.", ,"2591 Dallas Parkway",Suite 300,Frisco,TX,"75034","541512", 263804468, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,3900,ADD,2018-01-23, 
5100,PEOUS,"6GC",David Landau & Associates LLC, ,"55 Lane Road","3rd Floor",Fairfield,NJ,"07004","541219", 134159008, ,Limited Liability Company, , , ,David Landau & Assoc-Remote NY,null,null,null,NY,null,20,7,20,7,3089270,CANCEL,2018-01-23,Client's Request
5101,PEOUS,KDJ,"Michael Grossbach EA, Inc.", ,One Croton Point Avenue,First Floor Suite 11,Croton On Hudson,NY,"10520","541213", 133882679, ,Corporation, , , ,AG Tax Services-HQ,One Croton Point Avenue,First Floor Suite 11,Croton On Hudson,NY,"10520",4,10,4,10,499852,ADD,2018-01-23, 
5102,PEO02,JVU,Perennial Advisors LLC (DBA Perennial), ,"1350 Avenue of the Americas, 2802",null,NY,NY,"10019","523920", 463416570, ,Limited Liability Company, , , ,Perennial Advisors LLC (DBA-HQ,"1350 Avenue of the Americas",Suite 2802,New York,NY,"10019",0,1,0,1,107000,ADD,2018-01-23, 
5103,PEOUS,M88,Cipher Pharmaceuticals US LLC, ,"115 Central Island Street",Suite 300,Charleston,SC,"29492","424210", 451549861, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,4,2,4,2,499869,CANCEL,2018-01-23,Client's Request
5104,PEOUS,I6L,Social Fresh Inc., ,"2525 Distribution St",null,Charlotte,NC,"28203","541613", 264803662, ,Corporation, , , ,Social Fresh-HQ,"228 Park Ave S",#66178,New York,NY,"10003",1,0,1,0,23600,ADD,2018-01-23, 
5105,PEO03,MNZ,"Hitchwood Capital Management, LP", ,"640 5th Avenue, 22nd Floor",null,New York,NY,"10019","523920", 465131855, ,Limited Partnership, , , ,"New York, NY","640 5th Avenue, 22nd Floor",null,New York,NY,"10019",19,12,19,12,6335597,ADD,2018-01-23, 
5106,PEOUS,SBO,"Tefron USA, Inc.", ,"453 7th Ave",Ste 4501,New York City,NY,"10018","424330", 560359780, ,Corporation, , , ,Tefron USA-HQ,"453 7th Ave",Ste 4501,New York City,NY,"10018",0,4,0,4,455000,ADD,2018-01-23, 
5107,PEO01,BQS,"The New York Women's Foundation, Inc.", ,"39 Broadway","23rd Floor",New York,NY,"10006","813211", 133457287, ,Corporation, , , ,New York Women's Foundation-HQ,"39 Broadway","23rd Floor",New York,NY,"10006",3,43,3,43,3787970,CANCEL,2018-01-23,Client's Request
5108,PEO02,G5E,Jericho Capital Asset Management L.P., ,"510 Madison","27th Floor",New York,NY,"10022","523920", 943468994, ,Limited Partnership, , , ,Jericho Capital Asset Manag-HQ,"510 Madison","27th Floor",New York,NY,"10022",18,14,18,14,4984240,ADD,2018-01-23, 
5109,PEOUS,J3X,"Drink Maple, LLC", ,"144 North Rd",Suite 1050,Sudbury,MA,"01776","424490", 464310016, ,Limited Liability Company, , , ,Cheektowaga, 505 Duke Rd,null,Cheektowaga,NY,"14225",3,0,3,0,134400,ADD,2018-01-23, 
5110,PEOUS,"5N6",Biospace Lab USA, ,"185 Alewife Parkway #410",null,Cambridge,MA,"02138","541613", 260425246, ,Corporation, , , ,Biospace Lab USA-Remote NY,null,null,null,NY,null,1,0,1,0,55000,CANCEL,2018-01-23,Client's Request
5111,PEOUS,"7NQ",Euro Cargo Express Inc, ,"20 East Sunrise Highway",Suite 305,Valley Stream,NY,"11581","488510", 113364566, ,Corporation, , , ,Euro Cargo Express Inc-HQ NY,"20 East Sunrise Highway",Suite 305,Valley Stream,NY,"11581",34,22,34,22,2823605,ADD,2018-01-23, 
5112,PEOUS,HVQ,Agile Inc., ,"349 5th Avenue","5th Floor",New York,NY,"10016","541512", 462314904, ,Corporation, , , ,Agile Inc.-HQ,"349 5th Avenue","5th Floor",New York,NY,"10016",4,0,4,0,206000,ADD,2018-01-23, 
5113,PEO01,IQW,"Largetail, LLC", ,"151 West 25th St","11 Floor",New York,NY,"10010","519130", 261173971, ,Corporation, , , ,"Largetail, LLC-HQ","151 West 25th St","11 Floor",New York,NY,"10010",7,8,7,8,1066636,CANCEL,2018-01-23,Client's Request
5114,PEO01,BW3,Stone Ridge Asset Management LLC, ,"510 Madison Avenue","21st Floor",New York,NY,"10022","523930", 455371940, ,Corporation, , , ,Stone Ridge-HQ,"510 Madison Avenue","21st Floor",New York,NY,"10022",38,8,38,8,5247200,CANCEL,2018-01-23,Client's Request
5115,PEOUS,HCR,Dreamer Media LLC, ,"1717 N. Naper Blvd.",Suite 203,Naperville,IL,"60563","424330", 455385661, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,3,3,3,3,127300,ADD,2018-01-23, 
5116,PEOUS,SYL,"Cloud Sales, Inc", ,"13438 Aquiline Rd",null,Jacksonville,FL,"32224","541512", 812293772, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,80000,ADD,2018-01-23, 
5117,PEO01,DYV,LS Retail Inc., ,"2475 Northwinds Parkway",Suite 200,Alpharetta,GA,"30009","511210", 421768900, ,Corporation, , , ,Huntington NY,null,null,null,NY,null,1,1,1,1,168100,ADD,2018-01-23, 
5118,PEOUS,"8CV",Femto Scientific, ,"1492 Morris Ave, Main Floor Suite",null,Union,NJ,"07083","334514", 223104209, ,Corporation, , , ,NY.Highland,"19 Terra Court",null,Highland Mills,NY,"10930",1,0,1,0,33114,CANCEL,2018-01-23,Client's Request
5119,PEOUS,"514","Alfresco Software Americas, Inc.", ,"1825 S Grant St",Ste 900,San Mateo,CA,"94402","541511", 320123017, ,Corporation, , , ,StonyBrook NY,null,null,null,NY,null,12,0,12,0,1814128,ADD,2018-01-23, 
5120,PEOUS,KMQ,Plan A Architecture and Design P LLC, ,"1 Little West 12th Street",null,New York,NY,"10014","541310", 472826202, ,Limited Liability Company, , , ,Plan A-HQ,"1 Little West 12th Street",null,New York,NY,"10014",2,7,2,7,393576,ADD,2018-01-23, 
5121,PEOUS,OA7,Limmud NY, ,"125 Maiden Lane",Suite 8B,New York,NY,"10038","813410", 562428283, ,Corporation, , , ,Limmud NY-HQ,"125 Maiden Lane",Suite 8B,New York,NY,"10038",2,1,2,1,102440,ADD,2018-01-23, 
5122,PEO02,LXU,Montauk Asset Holdings Inc, ,c/o RWN Management LLC 712 5th ave,"30 th floor",New York,NY,"10019","551114", 475651216, ,Corporation, , , ,HQ,"712 5th Ave","30th Floor",New York,NY,"10019",5,1,5,1,650000,ADD,2018-01-23, 
5123,PEOUS,PDN,"BringMeThat, Inc.", ,"488 7th Avenue Apt 3G",null,New York,NY,"10018","519130", 461141379, ,Corporation, , , ,"BringMeThat, Inc.-HQ","488 7th Avenue Apt 3G",null,New York,NY,"10018",1,0,1,0,150000,ADD,2018-01-23, 
5124,PEOUS,NQI,"Realwear, Inc.", ,"600 Hatheway Road",Suite 105,Vancouver,WA,"98661","334111", 472926568, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,200000,ADD,2018-01-23, 
5125,PEOUS,BDG,"Dashlane, Inc.", ,"156 Fifth Avenue",Suite 504,New York,NY,"10010","519130", 453037925, ,Corporation, , , ,"Dashlane, Inc.-HQ","156 Fifth Avenue",Suite 504,New York,NY,"10010",53,39,53,39,9335669,ADD,2018-01-23, 
5126,PEO01,KWN,"Savonix, Inc.", ,"540 Pacific Avenue",null,San Francisco,CA,"94133","511210", 472780967, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,180000,ADD,2018-01-23, 
5127,PEOUS,O8A,Unbxd Inc., ,"2483 Old Middlefield Way",Suite 210,Mountain View,CA,"94043","511210", 474211156, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,140000,ADD,2018-01-23, 
5128,PEOUS,L0P,"The Additive Agency, LLC", ,"81 Prospect Street",null,Brooklyn,NY,"11201","541613", 472340922, ,Limited Liability Company, , , ,The Additive Agency-HQ,"81 Prospect Street",null,Brooklyn,NY,"11201",4,5,4,5,969000,ADD,2018-01-23, 
5129,PEO01,M4D,"Schutz Cali, LLC", ,"314 Beverly Drive",null,Beverly Hills,CA,"90210","448210", 371801669, ,Limited Liability Company, , , ,New York Office,"595 Madison Avenue",Suite 904,New York,NY,"10022",3,6,3,6,291748,ADD,2018-01-23, 
5130,PEO02,TB3,"iStar Asset Services, Inc.", ,"1114 Avenue of the Americas",null,New York,NY,"10036","531110", 134016647, ,Corporation, , , ,"iStar Asset Services, Inc.HQ","1114 Avenue of the Americas",null,New York,NY,"10036",46,32,46,32,14452076,ADD,2018-01-23, 
5131,PEO01,C2X,"Brooklyn Bridge Ventures, Inc.", ,"20 Jay Street",Suite 312,Brooklyn,NY,"11201","523910", 454692137, ,Corporation, , , ,Brooklyn Bridge Ventures-HQ,"20 Jay Street",Suite 312,Brooklyn,NY,"11201",1,1,1,1,135000,CANCEL,2018-01-23,Client's Request
5132,PEOUS,KT1,OConnor Redd LLP, ,"242 King Street",null,Port Chester,NY,"10573","541110", 134185672, ,Limited Liability Partnership, , , ,OConnor Redd LLP-HQ,"242 King Street",null,Port Chester,NY,"10573",22,23,22,23,3406234,ADD,2018-01-23, 
5133,PEOUS,"5JS",Auspex Pharmaceuticals, ,"3333 N Torrey Pines Court",Suite 400,La Jolla,CA,"92037","541714", 954862842, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,180000,CANCEL,2018-01-23,Client's Request
5134,PEOUS,LW6,Intellectsoft LLC, ,"315 W 36 Street",null,New York,NY,"10018","541511", 272671225, ,Limited Liability Company, , , ,Inetllectsoft HQ,"315 W 36 Street",null,New York,NY,"10018",9,8,9,8,1342000,ADD,2018-01-23, 
5135,PEOUS,IFU,"Hudson Global Resources Management, Inc.", ,"1325 Avenue of the Americas","12th Floor",New York,NY,"10019","561311", 251809839, ,Corporation, , , ,Hudson Global Resources-HQ NY,"1325 Avenue of the Americas","12th Floor",New York,NY,"10019",43,90,43,90,13016415,ADD,2018-01-23, 
5136,PEOUS,"6AY","Invite Media, Inc.", ,"1716 Chestnut Street",Suite 4,Philadelphia,PA,"19103","541519", 260229510, ,Corporation, , , ,"Invite Media, Inc.-Office NY","460 W 34th St",null,New York,NY,"10001",31,2,31,2,2957554,CANCEL,2018-01-23,Client's Request
5137,PEOUS,EG3,"Schrader & Schoenberg, LLP", ,"711 Third Avenue",Suite 1803,New York,NY,"10017","541110", 134180207, ,Corporation, , , ,"Schrader & Schoenberg, LLP-HQ","711 Third Avenue",Suite 1803,New York,NY,"10017",6,2,6,2,334184,CANCEL,2018-01-23,Client's Request
5138,PEO02,JU4,"Krishnamurthy Tandon Foundation, Inc.", ,"110 East End Avenue, Apt. 2K",null,New York,NY,"10028","813211", 043744965, ,Corporation, , , ,Krishnamurthy Tandon Founda-HQ,"110 East End Avenue, Apt. 2K",null,New York,NY,"10028",2,0,2,0,45001,CANCEL,2018-01-23,Client's Request
5139,PEOUS,"5BU",All Digital Downloads Ltd, ,"81 Franklin Street",null,New York,NY,"10013","518210", 208714918, ,Corporation, , , ,All Digital Downloads Ltd-HQ,"81 Franklin Street",null,New York,NY,"10013",5,0,5,0,421640,CANCEL,2018-01-23,Client's Request
5140,PEO01,M5C,Standard Beagle Studio LLC, ,"7801 N Lamar Blvd",B163,Austin,TX,"78752","541511", 611692164, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,208000,ADD,2018-01-23, 
5141,PEOUS,"6AF","StumbleUpon, Inc.", ,"301 Brannan St","2nd Floor",San Francisco,CA,"94107","541511", 204397464, ,Corporation, , , ,"StumbleUpon, Inc.-New York, NY","73 Springs Street Suite 206",null,New York,NY,"10012",12,16,12,16,3357828,CANCEL,2018-01-23,Client's Request
5142,PEOUS,T3F,IdealTech Solutions Inc., ,"116 Charlotte Ave",null,Hicksville,NY,"11801","541512", 822525137, ,Corporation, , , ,IdealTech Solutions Inc.-HQ,"116 Charlotte Ave",null,Hicksville,NY,"11801",2,0,2,0,288000,ADD,2018-01-23, 
5143,PEO01,J3H,"Chromogenex US, Inc", ,"405 S.H. 121 Bypass",Suite C140,Lewisville,TX,"75067","423450", 452787936, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,75000,CANCEL,2018-01-23,Client's Request
5144,PEO01,LW4,Aurora Spine Inc, ,"1930 Palomar Point Way",Suite 103,Carlsbad,CA,"92008","339113", 454716291, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,155000,ADD,2018-01-23, 
5145,PEOUS,HRS,"MidSouth Financial Group, LLC", ,"6070 Poplar Ave",Suite 500,Memphis,TN,"38119","524113", 471486825, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,100000,CANCEL,2018-01-23,Client's Request
5146,PEOUS,K81,"Mothers2Mothers International, Inc", ,"7441 Sunset Blvd",Suite 205,Los Angeles,CA,"90046","813212", 300545760, ,Corporation, , , ,Mothers2Mothers - New York,"104 W 40th Street",Floor 3,New York,NY,"10018",0,4,0,4,531645,ADD,2018-01-23, 
5147,PEOUS,CBY,"Kingsley Gate, Inc.", ,"5550 LBJ Freeway",Suite 700,Dallas,TX,"75240","561312", 205885493, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,110000,CANCEL,2018-01-23,Client's Request
5148,PEOUS,O1V,"H4 Engineering, Inc.", ,"520 South El Camino Suite 816",null,San Mateo,CA,"94402","333316", 263127891, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,0,ADD,2018-01-23, 
5149,PEOUS,M9C,"SuperCV, Inc.", ,"404 Fifth Avenue",Suite 7021,New York,NY,"10018","561311", 474788824, ,Corporation, , , ,"SuperCV, Inc.-HQ","404 Fifth Avenue",Suite 7021,New York,NY,"10018",9,6,9,6,1116520,CANCEL,2018-01-23,Client's Request
5150,PEOUS,SYV,Identity2020 Systems Inc, ,"264 Canal St",Ste 4W,New York,NY,"10013","813319", 811089667, ,Corporation, , , ,ID2020-HQ,"264 Canal St",Ste 4W,New York,NY,"10013",0,2,0,2,260000,ADD,2018-01-23, 
5151,PEOUS,"6YK","Expansion Capital Partners, LLC", ,"2 Summer Street",null,Natick,MA,"01760","523910", 270027424, ,Limited Liability Company, , , ,Expansion Capital Pa-Office NY,"100 Park Avenue",Ste 1600,MANHATTAN,NY,"10017",1,3,1,3,1057500,CANCEL,2018-01-23,Client's Request
5152,PEOUS,KOE,Cake Solutions Limited, ,"33 Irving Place","3rd Floor",New York,NY,"10003","541511", 320469449, ,Corporation, , , ,Cake Solutions Inc-HQ,"33 Irving Place","3rd Floor",New York,NY,"10003",14,1,14,1,2513650,CANCEL,2018-01-23,Client's Request
5153,PEOUS,S55,The Currency Cloud Inc., ,"31 W 34th St",Suite 7043,New York,NY,"10001","511210", 981123050, ,Corporation, , , ,The Currency Cloud Inc.-HQ,"31 W 34th St",Suite 7043,New York,NY,"10001",11,9,11,9,2231000,ADD,2018-01-23, 
5154,PEOUS,B5F,"Salon Media Group, Inc.", ,"870 Market Street",Suite 442,San Francisco,CA,"94102","519130", 943228750, ,Corporation, , , ,New York Office,"315 W 36th Street","10th Floor",New York,NY,"10018",51,64,51,64,7664922,ADD,2018-01-23, 
5155,PEOUS,AMR,"Boundary, Inc", ,"444 Castro St",Suite 917,Mountain View,CA,"94041","511210", 272315709, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,240000,CANCEL,2018-01-23,Client's Request
5156,PEOUS,"4UN",Jay Street Capital, ,"110 Commonwealth Drive",null,Basking Ridge,NJ,"07920","523930", 203750317, ,Corporation, , , ,Jay Street Capital-New York NY,"320 West 37th Street",Suite 301,New York,NY,"10018",2,0,2,0,315000,CANCEL,2018-01-23,Client's Request
5157,PEOUS,J7B,Bolder Road LLC, ,"115 W 30th Street",Suite 1111,New York,NY,"10001","541511", 472162681, ,Corporation, , , ,Bolder Road LLC-HQ,"115 W 30th Street",Suite 1111,New York,NY,"10001",12,8,12,8,773958,CANCEL,2018-01-23,Client's Request
5158,PEO01,E2C,Powerlinks Media Inc., ,"41 West 25th Street","8th Floor",New York,NY,"10010","518210", 800916861, ,Corporation, , , ,Powerlinks-HQ,"41 West 25th Street","8th Floor",New York,NY,"10010",8,2,8,2,962720,ADD,2018-01-23, 
5159,PEO01,B5T,Hem Design Inc., ,"254 West 31st Street","6th Floor",New York,NY,"10001","519130", 271643929, ,Corporation, , , ,Hem Design Inc.-HQ,"254 West 31st Street","6th Floor",New York,NY,"10001",203,290,203,290,35127401,CANCEL,2018-01-23,Client's Request
5160,PEOUS,KB6,"FinMkt, Inc.", ,"37 W. 17th Street, #4E",null,New York,NY,"10011","518210", 471962899, ,Corporation, , , ,"FinMkt, Inc.HQ","37 W. 17th Street",#4E,New York,NY,"10011",17,6,17,6,1993955,ADD,2018-01-23, 
